countryName,countryEnglishName,province_confirmedCount,updateTime,,,,,
波黑,Bosnia and Herzegovina,1318,2020/4/22,,,,,
亚美尼亚,Armenia,1473,2020/4/22,,,,,
喀麦隆,Cameroon,1163,2020/4/22,,,,,
保加利亚,Bulgaria,1015,2020/4/22,,,,,
吉布提,Djibouti,974,2020/4/22,,,,,
突尼斯,Tunisia,901,2020/4/22,,,,,
拉脱维亚,Latvia,748,2020/4/22,,,,,
哥斯达黎加,Costa Rica,660,2020/4/22,,,,,
科特迪瓦,Ivory Coast,916,2020/4/22,,,,,
阿塞拜疆,Azerbaijan,1480,2020/4/22,,,,,
尼日利亚,Nigeria,782,2020/4/22,,,,,
几内亚,Guinea,688,2020/4/22,,,,,
黎巴嫩,Lebanon,682,2020/4/22,,,,,
玻利维亚,Bolivia,564,2020/4/22,,,,,
尼日尔,Niger,657,2020/4/22,,,,,
洪都拉斯,Honduras,477,2020/4/22,,,,,
泰国,Thailand,2826,2020/4/22,,,,,
伊拉克,Iraq,1602,2020/4/22,,,,,
圣马力诺,San Marino,462,2020/4/22,,,,,
留尼旺,Reunion,408,2020/4/22,,,,,
安道尔,Andorra,717,2020/4/22,,,,,
马耳他,Malta,431,2020/4/22,,,,,
吉尔吉斯斯坦,,590,2020/4/22,,,,,
巴勒斯坦,Palestine,441,2020/4/22,,,,,
冰岛,Iceland,1778,2020/4/22,,,,,
格鲁吉亚,Georgia,411,2020/4/22,,,,,
马恩岛,Isle of Man,297,2020/4/22,,,,,
刚果（金）,Democratic Republic of the Congo,359,2020/4/22,,,,,
危地马拉,Guatemala,289,2020/4/22,,,,,
马约特,,284,2020/4/22,,,,,
索马里,Somali,286,2020/4/22,,,,,
坦桑尼亚,Tanzania,284,2020/4/22,,,,,
委内瑞拉,Venezuela,256,2020/4/22,,,,,
泽西岛,Bailiwick of Jersey,249,2020/4/22,,,,,
根西岛,Guernsey,239,2020/4/22,,,,,
肯尼亚,Kenya,303,2020/4/22,,,,,
斯里兰卡,SriLanka,322,2020/4/22,,,,,
萨尔瓦多,El Salvador,218,2020/4/22,,,,,
乌拉圭,Uruguay,543,2020/4/22,,,,,
黑山,,313,2020/4/22,,,,,
布基纳法索,Burkina Faso,600,2020/4/22,,,,,
牙买加,Jamaica,196,2020/4/22,,,,,
马里,Mali,258,2020/4/22,,,,,
法罗群岛,Faroe,185,2020/4/22,,,,,
塞内加尔,Senegal,442,2020/4/22,,,,,
巴拉圭,Paraguay,208,2020/4/22,,,,,
马提尼克,Martinique,163,2020/4/22,,,,,
刚果（布）,,165,2020/4/22,,,,,
加蓬,Gabon,156,2020/4/22,,,,,
瓜德罗普岛,,148,2020/4/22,,,,,
直布罗陀,Gibraltar,133,2020/4/22,,,,,
关岛,Guam,136,2020/4/22,,,,,
苏丹,Sudan,144,2020/4/22,,,,,
钻石公主号邮轮,Diamond Princess Cruise Ship,712,2020/4/22,,,,,
约旦,Jordan,428,2020/4/22,,,,,
缅甸,Burma,121,2020/4/22,,,,,
特立尼达和多巴哥,Trinidad and Tobago,114,2020/4/22,,,,,
越南,Vietnam,268,2020/4/22,,,,,
法属圭亚那,French Guiana,97,2020/4/22,,,,,
阿鲁巴,,97,2020/4/22,,,,,
埃塞俄比亚,Ethiopia,116,2020/4/22,,,,,
马达加斯加,Madagascar,121,2020/4/22,,,,,
利比里亚,Liberia,101,2020/4/22,,,,,
百慕大,,86,2020/4/22,,,,,
列支敦士登,Liechtenstein,82,2020/4/22,,,,,
毛里求斯,Mauritius,328,2020/4/22,,,,,
赤道几内亚,The Republic of Equatorial Guinea,83,2020/4/22,,,,,
柬埔寨,Kampuchea (Cambodia ),122,2020/4/22,,,,,
马尔代夫,Maldives,85,2020/4/22,,,,,
卢旺达,Republic of Rwanda,150,2020/4/22,,,,,
佛得角,,67,2020/4/22,,,,,
新西兰,New Zealand,1113,2020/4/22,,,,,
荷属圣马丁,,67,2020/4/22,,,,,
法属波利尼西亚,French Polynesia,56,2020/4/22,,,,,
塞拉利昂,Sierra Leone,61,2020/4/22,,,,,
圭亚那,Guyana,67,2020/4/22,,,,,
巴哈马,Bahamas,60,2020/4/22,,,,,
美属维尔京群岛,,53,2020/4/22,,,,,
海地,Haiti,47,2020/4/22,,,,,
利比亚,Libya,59,2020/4/22,,,,,
赞比亚共和国,,74,2020/4/22,,,,,
圣马丁岛,Sint Maarten,37,2020/4/22,,,,,
叙利亚,Syria,42,2020/4/22,,,,,
厄立特里亚,,39,2020/4/22,,,,,
莫桑比克,Mozambique,39,2020/4/22,,,,,
乌干达,Uganda,58,2020/4/22,,,,,
尼泊尔,Nepal,32,2020/4/22,,,,,
蒙古,Mongolia,33,2020/4/22,,,,,
多哥,Togo,88,2020/4/22,,,,,
贝宁,Benin,54,2020/4/22,,,,,
东帝汶,,23,2020/4/22,,,,,
文莱,Brunei,138,2020/4/22,,,,,
津巴布韦,Zimbabwe,28,2020/4/22,,,,,
斯威士兰,Swaziland,31,2020/4/22,,,,,
安提瓜和巴布达,Antigua and Barbuda,23,2020/4/22,,,,,
博茨瓦纳,Botswana,20,2020/4/22,,,,,
马拉维,Malawi,23,2020/4/22,,,,,
斐济,Fiji,18,2020/4/22,,,,,
圣其茨和尼维斯,,15,2020/4/22,,,,,
梵蒂冈,Status Civitatis Vaticanae,9,2020/4/22,,,,,
冈比亚,Gambia,10,2020/4/22,,,,,
尼加拉瓜,Nicaragua,9,2020/4/22,,,,,
布隆迪共和国,,11,2020/4/22,,,,,
不丹,Kingdom of Bhutan,6,2020/4/22,,,,,
中非共和国,Central African Republic,14,2020/4/22,,,,,
苏里南,Suriname,10,2020/4/22,,,,,
英属维尔京群岛,,4,2020/4/22,,,,,
中国,China,84294,2020/4/22,,,,,
摩纳哥,Monaco,98,2020/4/22,,,,,
巴巴多斯,Barbados,75,2020/4/22,,,,,
开曼群岛,Cayman Is,61,2020/4/22,,,,,
几内亚比绍,,50,2020/4/22,,,,,
乍得,Chad,33,2020/4/22,,,,,
安哥拉,Angola,24,2020/4/22,,,,,
北马里亚纳群岛联邦,,14,2020/4/22,,,,,
特克斯和凯科斯群岛,,11,2020/4/22,,,,,
巴布亚新几内亚,Papua New Guinea,7,2020/4/22,,,,,
荷兰加勒比地区,,5,2020/4/22,,,,,
老挝,Laos,19,2020/4/22,,,,,
新喀里多尼亚,,18,2020/4/22,,,,,
伯利兹,Belize,18,2020/4/22,,,,,
多米尼克,,16,2020/4/22,,,,,
圣卢西亚,St.Lucia,15,2020/4/22,,,,,
格林那达,,14,2020/4/22,,,,,
纳米比亚,Namibia,16,2020/4/22,,,,,
库拉索岛,,14,2020/4/22,,,,,
圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,12,2020/4/22,,,,,
塞舌尔,Seychelles,11,2020/4/22,,,,,
格陵兰,,11,2020/4/22,,,,,
蒙特塞拉特,,11,2020/4/22,,,,,
福克兰群岛,,11,2020/4/22,,,,,
圣巴泰勒米岛,,6,2020/4/22,,,,,
毛里塔尼亚,The Islamic Republic of Mauritania,7,2020/4/22,,,,,
南苏丹,,4,2020/4/22,,,,,
圣多美和普林西比,Sao Tome and Principe,4,2020/4/22,,,,,
安圭拉,,3,2020/4/22,,,,,
圣皮埃尔和密克隆群岛,,1,2020/4/22,,,,,
也门共和国,,1,2020/4/22,,,,,
意大利,Italy,183957,2020/4/21,,,,,
卡塔尔,Qatar,6533,2020/4/21,,,,,
白俄罗斯,Belarus,6264,2020/4/21,,,,,
乌克兰,Ukraine,6125,2020/4/21,,,,,
英国,United Kingdom,129044,2020/4/21,,,,,
爱尔兰,Ireland,15652,2020/4/21,,,,,
墨西哥,Mexico,8772,2020/4/21,,,,,
利比里亚,Liberia,101,2020/4/21,,,,,
美国,United States of America,788920,2020/4/21,,,,,
土耳其,Turkey,90980,2020/4/21,,,,,
俄罗斯,Russia,52763,2020/4/21,,,,,
加拿大,Canada,37382,2020/4/21,,,,,
葡萄牙,Portugal,21379,2020/4/21,,,,,
伊朗,Iran,84802,2020/4/21,,,,,
巴西,Brazil,40814,2020/4/21,,,,,
印度,India,18985,2020/4/21,,,,,
日本,Japan,11543,2020/4/21,,,,,
沙特阿拉伯,Saudi Arabia,11631,2020/4/21,,,,,
秘鲁,Peru,16325,2020/4/21,,,,,
厄瓜多尔,Ecuador,9468,2020/4/21,,,,,
新加坡,Singapore,9125,2020/4/21,,,,,
瑞士,Switzerland,27777,2020/4/21,,,,,
巴基斯坦,Pakistan,9193,2020/4/21,,,,,
挪威,Norway,7127,2020/4/21,,,,,
罗马尼亚,Romania,8936,2020/4/21,,,,,
阿联酋,United Arab Emirates,7755,2020/4/21,,,,,
智利,Chile,10888,2020/4/21,,,,,
塞尔维亚,Republic of Serbia,6890,2020/4/21,,,,,
菲律宾,Philippines,6599,2020/4/21,,,,,
捷克,Czech Republic,6838,2020/4/21,,,,,
丹麦,Denmark,7515,2020/4/21,,,,,
巴拿马,Panama,4273,2020/4/21,,,,,
芬兰,Finland,3868,2020/4/21,,,,,
奥地利,Austria,14812,2020/4/21,,,,,
哥伦比亚,Colombia,3621,2020/4/21,,,,,
卢森堡,Luxembourg,3558,2020/4/21,,,,,
摩洛哥,Morocco,3186,2020/4/21,,,,,
澳大利亚,Australia,6625,2020/4/21,,,,,
埃及,Egypt,3333,2020/4/21,,,,,
韩国,Korea,10683,2020/4/21,,,,,
南非,South Africa,3300,2020/4/21,,,,,
希腊,Greece,2245,2020/4/21,,,,,
马来西亚,Malaysia,5482,2020/4/21,,,,,
摩尔多瓦,Moldova,2614,2020/4/21,,,,,
科威特,Kuwait,2080,2020/4/21,,,,,
中国,China,84278,2020/4/21,,,,,
哈萨克斯坦,Kazakhstan,1949,2020/4/21,,,,,
乌兹别克斯坦,Uzbekistan,1565,2020/4/21,,,,,
爱沙尼亚,Estonia,1535,2020/4/21,,,,,
阿曼,Oman,1508,2020/4/21,,,,,
巴林,Bahrain,1952,2020/4/21,,,,,
波多黎各,Puerto Rico,1213,2020/4/21,,,,,
斯洛文尼亚,Slovenia,1335,2020/4/21,,,,,
克罗地亚,Croatia,1881,2020/4/21,,,,,
立陶宛,Lithuania,1326,2020/4/21,,,,,
古巴,Cuba,1035,2020/4/21,,,,,
北马其顿,North Macedonia,1225,2020/4/21,,,,,
加纳,Ghana,1042,2020/4/21,,,,,
斯洛伐克,Slovakia,1199,2020/4/21,,,,,
阿富汗,Afghanistan,1092,2020/4/21,,,,,
突尼斯,Tunisia,884,2020/4/21,,,,,
喀麦隆,Cameroon,1163,2020/4/21,,,,,
亚美尼亚,Armenia,1401,2020/4/21,,,,,
塞浦路斯,Cyprus,772,2020/4/21,,,,,
吉布提,Djibouti,846,2020/4/21,,,,,
保加利亚,Bulgaria,915,2020/4/21,,,,,
拉脱维亚,Latvia,739,2020/4/21,,,,,
泰国,Thailand,2811,2020/4/21,,,,,
哥斯达黎加,Costa Rica,655,2020/4/21,,,,,
阿塞拜疆,Azerbaijan,1480,2020/4/21,,,,,
科特迪瓦,Ivory Coast,879,2020/4/21,,,,,
黎巴嫩,Lebanon,677,2020/4/21,,,,,
尼日尔,Niger,655,2020/4/21,,,,,
几内亚,Guinea,622,2020/4/21,,,,,
玻利维亚,Bolivia,520,2020/4/21,,,,,
伊拉克,Iraq,1574,2020/4/21,,,,,
安道尔,Andorra,717,2020/4/21,,,,,
留尼旺,Reunion,408,2020/4/21,,,,,
冰岛,Iceland,1773,2020/4/21,,,,,
马耳他,Malta,427,2020/4/21,,,,,
巴勒斯坦,Palestine,437,2020/4/21,,,,,
吉尔吉斯斯坦,,568,2020/4/21,,,,,
格鲁吉亚,Georgia,408,2020/4/21,,,,,
马恩岛,Isle of Man,297,2020/4/21,,,,,
刚果（金）,Democratic Republic of the Congo,350,2020/4/21,,,,,
马约特,,284,2020/4/21,,,,,
危地马拉,Guatemala,257,2020/4/21,,,,,
阿尔巴尼亚,Albania,584,2020/4/21,,,,,
黑山,,312,2020/4/21,,,,,
乌拉圭,Uruguay,535,2020/4/21,,,,,
肯尼亚,Kenya,296,2020/4/21,,,,,
斯里兰卡,SriLanka,303,2020/4/21,,,,,
萨尔瓦多,El Salvador,201,2020/4/21,,,,,
布基纳法索,Burkina Faso,581,2020/4/21,,,,,
法罗群岛,Faroe,185,2020/4/21,,,,,
马里,Mali,246,2020/4/21,,,,,
牙买加,Jamaica,173,2020/4/21,,,,,
塞内加尔,Senegal,412,2020/4/21,,,,,
马提尼克,Martinique,163,2020/4/21,,,,,
刚果（布）,,160,2020/4/21,,,,,
瓜德罗普岛,,148,2020/4/21,,,,,
约旦,Jordan,425,2020/4/21,,,,,
直布罗陀,Gibraltar,133,2020/4/21,,,,,
关岛,Guam,136,2020/4/21,,,,,
钻石公主号邮轮,Diamond Princess Cruise Ship,712,2020/4/21,,,,,
加蓬,Gabon,120,2020/4/21,,,,,
缅甸,Burma,119,2020/4/21,,,,,
特立尼达和多巴哥,Trinidad and Tobago,114,2020/4/21,,,,,
越南,Vietnam,268,2020/4/21,,,,,
毛里求斯,Mauritius,328,2020/4/21,,,,,
埃塞俄比亚,Ethiopia,114,2020/4/21,,,,,
马达加斯加,Madagascar,121,2020/4/21,,,,,
柬埔寨,Kampuchea (Cambodia ),122,2020/4/21,,,,,
卢旺达,Republic of Rwanda,147,2020/4/21,,,,,
新西兰,New Zealand,1107,2020/4/21,,,,,
塞拉利昂,Sierra Leone,50,2020/4/21,,,,,
文莱,Brunei,138,2020/4/21,,,,,
荷兰,Netherlands,34134,2020/4/21,,,,,
德国,Germany,143457,2020/4/21,,,,,
以色列,Israel,13883,2020/4/21,,,,,
波兰,Poland,9596,2020/4/21,,,,,
多米尼加,Dominican Republic,4680,2020/4/21,,,,,
波黑,Bosnia and Herzegovina,1276,2020/4/21,,,,,
尼日利亚,Nigeria,665,2020/4/21,,,,,
泽西岛,Bailiwick of Jersey,245,2020/4/21,,,,,
坦桑尼亚,Tanzania,254,2020/4/21,,,,,
根西岛,Guernsey,239,2020/4/21,,,,,
索马里,Somali,237,2020/4/21,,,,,
委内瑞拉,Venezuela,228,2020/4/21,,,,,
巴拉圭,Paraguay,206,2020/4/21,,,,,
尼泊尔,Nepal,32,2020/4/21,,,,,
印度尼西亚,Indonesia,6760,2020/4/21,,,,,
瑞典,Sweden,15372,2020/4/21,,,,,
苏丹,Sudan,107,2020/4/21,,,,,
西班牙,Spain,204178,2020/4/21,,,,,
比利时,Belgium,40956,2020/4/21,,,,,
孟加拉国,Bangladesh,2948,2020/4/21,,,,,
阿根廷,Argentina,3031,2020/4/21,,,,,
匈牙利,Hungary,2098,2020/4/21,,,,,
蒙古,Mongolia,33,2020/4/21,,,,,
法国,France,114657,2020/4/21,,,,,
阿尔及利亚,Algeria,2718,2020/4/21,,,,,
洪都拉斯,Honduras,472,2020/4/21,,,,,
圣马力诺,San Marino,461,2020/4/21,,,,,
阿鲁巴,,97,2020/4/21,,,,,
百慕大,,86,2020/4/21,,,,,
佛得角,,67,2020/4/21,,,,,
荷属圣马丁,,64,2020/4/21,,,,,
马尔代夫,Maldives,67,2020/4/21,,,,,
圭亚那,Guyana,66,2020/4/21,,,,,
巴哈马,Bahamas,58,2020/4/21,,,,,
乌干达,Uganda,56,2020/4/21,,,,,
赞比亚共和国,,65,2020/4/21,,,,,
贝宁,Benin,54,2020/4/21,,,,,
安提瓜和巴布达,Antigua and Barbuda,23,2020/4/21,,,,,
博茨瓦纳,Botswana,20,2020/4/21,,,,,
斯威士兰,Swaziland,24,2020/4/21,,,,,
中非共和国,Central African Republic,14,2020/4/21,,,,,
英属维尔京群岛,,4,2020/4/21,,,,,
法属圭亚那,French Guiana,96,2020/4/21,,,,,
摩纳哥,Monaco,98,2020/4/21,,,,,
列支敦士登,Liechtenstein,82,2020/4/21,,,,,
赤道几内亚,The Republic of Equatorial Guinea,79,2020/4/21,,,,,
巴巴多斯,Barbados,75,2020/4/21,,,,,
开曼群岛,Cayman Is,61,2020/4/21,,,,,
法属波利尼西亚,French Polynesia,55,2020/4/21,,,,,
美属维尔京群岛,,53,2020/4/21,,,,,
几内亚比绍,,50,2020/4/21,,,,,
海地,Haiti,44,2020/4/21,,,,,
利比亚,Libya,51,2020/4/21,,,,,
厄立特里亚,,39,2020/4/21,,,,,
圣马丁岛,Sint Maarten,37,2020/4/21,,,,,
乍得,Chad,33,2020/4/21,,,,,
莫桑比克,Mozambique,39,2020/4/21,,,,,
叙利亚,Syria,39,2020/4/21,,,,,
多哥,Togo,84,2020/4/21,,,,,
津巴布韦,Zimbabwe,25,2020/4/21,,,,,
东帝汶,,19,2020/4/21,,,,,
老挝,Laos,19,2020/4/21,,,,,
新喀里多尼亚,,18,2020/4/21,,,,,
斐济,Fiji,17,2020/4/21,,,,,
安哥拉,Angola,24,2020/4/21,,,,,
伯利兹,Belize,18,2020/4/21,,,,,
多米尼克,,16,2020/4/21,,,,,
马拉维,Malawi,17,2020/4/21,,,,,
圣卢西亚,St.Lucia,15,2020/4/21,,,,,
格林那达,,14,2020/4/21,,,,,
圣其茨和尼维斯,,14,2020/4/21,,,,,
纳米比亚,Namibia,16,2020/4/21,,,,,
库拉索岛,,14,2020/4/21,,,,,
北马里亚纳群岛联邦,,14,2020/4/21,,,,,
圣文森特和格林纳丁斯,Saint Vincent and the Grenadines,12,2020/4/21,,,,,
塞舌尔,Seychelles,11,2020/4/21,,,,,
格陵兰,,11,2020/4/21,,,,,
蒙特塞拉特,,11,2020/4/21,,,,,
福克兰群岛,,11,2020/4/21,,,,,
特克斯和凯科斯群岛,,11,2020/4/21,,,,,
尼加拉瓜,Nicaragua,9,2020/4/21,,,,,
梵蒂冈,Status Civitatis Vaticanae,8,2020/4/21,,,,,
巴布亚新几内亚,Papua New Guinea,7,2020/4/21,,,,,
冈比亚,Gambia,9,2020/4/21,,,,,
圣巴泰勒米岛,,6,2020/4/21,,,,,
苏里南,Suriname,10,2020/4/21,,,,,
布隆迪共和国,,6,2020/4/21,,,,,
不丹,Kingdom of Bhutan,5,2020/4/21,,,,,
荷兰加勒比地区,,5,2020/4/21,,,,,
毛里塔尼亚,The Islamic Republic of Mauritania,7,2020/4/21,,,,,
南苏丹,,4,2020/4/21,,,,,
圣多美和普林西比,Sao Tome and Principe,4,2020/4/21,,,,,
安圭拉,,3,2020/4/21,,,,,
圣皮埃尔和密克隆群岛,,1,2020/4/21,,,,,
也门共和国,,1,2020/4/21,,,,,
英国,United Kingdom,124743,2020/4/20,,,,,
毛里求斯,Mauritius,328,2020/4/20,,,,,
塞拉利昂,Sierra Leone,43,2020/4/20,,,,,
摩尔多瓦,Moldova,2548,2020/4/20,,,,,
日本,Japan,11152,2020/4/20,,,,,
挪威,Norway,7078,2020/4/20,,,,,
澳大利亚,Australia,6619,2020/4/20,,,,,
哈萨克斯坦,Kazakhstan,1735,2020/4/20,,,,,
斯洛伐克,Slovakia,1173,2020/4/20,,,,,
科特迪瓦,Ivory Coast,847,2020/4/20,,,,,
斯里兰卡,SriLanka,303,2020/4/20,,,,,
马提尼克,Martinique,163,2020/4/20,,,,,
新西兰,New Zealand,1105,2020/4/20,,,,,
利比里亚,Liberia,99,2020/4/20,,,,,
俄罗斯,Russia,47121,2020/4/20,,,,,
白俄罗斯,Belarus,6264,2020/4/20,,,,,
卡塔尔,Qatar,6015,2020/4/20,,,,,
乌克兰,Ukraine,5710,2020/4/20,,,,,
马来西亚,Malaysia,5425,2020/4/20,,,,,
几内亚,Guinea,579,2020/4/20,,,,,
加蓬,Gabon,109,2020/4/20,,,,,
瑞典,Sweden,14862,2020/4/20,,,,,
瑞士,Switzerland,27560,2020/4/20,,,,,
加拿大,Canada,35392,2020/4/20,,,,,
巴西,Brazil,39144,2020/4/20,,,,,
美国,United States of America,760570,2020/4/20,,,,,
匈牙利,Hungary,1984,2020/4/20,,,,,
阿曼,Oman,1410,2020/4/20,,,,,
阿塞拜疆,Azerbaijan,1436,2020/4/20,,,,,
塞内加尔,Senegal,377,2020/4/20,,,,,
厄瓜多尔,Ecuador,9022,2020/4/20,,,,,
罗马尼亚,Romania,8746,2020/4/20,,,,,
丹麦,Denmark,7384,2020/4/20,,,,,
多米尼加,Dominican Republic,4335,2020/4/20,,,,,
哥伦比亚,Colombia,3621,2020/4/20,,,,,
摩洛哥,Morocco,2990,2020/4/20,,,,,
希腊,Greece,2235,2020/4/20,,,,,
阿根廷,Argentina,2941,2020/4/20,,,,,
突尼斯,Tunisia,879,2020/4/20,,,,,
保加利亚,Bulgaria,878,2020/4/20,,,,,
安道尔,Andorra,713,2020/4/20,,,,,
阿尔巴尼亚,Albania,562,2020/4/20,,,,,
泽西岛,Bailiwick of Jersey,234,2020/4/20,,,,,
肯尼亚,Kenya,281,2020/4/20,,,,,
委内瑞拉,Venezuela,204,2020/4/20,,,,,
牙买加,Jamaica,163,2020/4/20,,,,,
索马里,Somali,164,2020/4/20,,,,,
刚果（布）,,160,2020/4/20,,,,,
瓜德罗普岛,,145,2020/4/20,,,,,
关岛,Guam,136,2020/4/20,,,,,
坦桑尼亚,Tanzania,148,2020/4/20,,,,,
缅甸,Burma,111,2020/4/20,,,,,
卢旺达,Republic of Rwanda,147,2020/4/20,,,,,
文莱,Brunei,138,2020/4/20,,,,,
阿联酋,United Arab Emirates,7265,2020/4/20,,,,,
喀麦隆,Cameroon,1016,2020/4/20,,,,,
塞尔维亚,Republic of Serbia,6630,2020/4/20,,,,,
马尔代夫,Maldives,67,2020/4/20,,,,,
土耳其,Turkey,86306,2020/4/20,,,,,
葡萄牙,Portugal,20863,2020/4/20,,,,,
沙特阿拉伯,Saudi Arabia,10484,2020/4/20,,,,,
智利,Chile,10088,2020/4/20,,,,,
孟加拉国,Bangladesh,2948,2020/4/20,,,,,
格鲁吉亚,Georgia,399,2020/4/20,,,,,
荷兰,Netherlands,33405,2020/4/20,,,,,
印度,India,17656,2020/4/20,,,,,
奥地利,Austria,14738,2020/4/20,,,,,
黎巴嫩,Lebanon,677,2020/4/20,,,,,
德国,Germany,141672,2020/4/20,,,,,
赞比亚共和国,,65,2020/4/20,,,,,
巴拉圭,Paraguay,202,2020/4/20,,,,,
特立尼达和多巴哥,Trinidad and Tobago,114,2020/4/20,,,,,
中国,China,84239,2020/4/20,,,,,
西班牙,Spain,200210,2020/4/20,,,,,
比利时,Belgium,39983,2020/4/20,,,,,
伊朗,Iran,83505,2020/4/20,,,,,
以色列,Israel,13654,2020/4/20,,,,,
秘鲁,Peru,15628,2020/4/20,,,,,
新加坡,Singapore,8014,2020/4/20,,,,,
印度尼西亚,Indonesia,6760,2020/4/20,,,,,
菲律宾,Philippines,6459,2020/4/20,,,,,
捷克,Czech Republic,6701,2020/4/20,,,,,
巴拿马,Panama,4210,2020/4/20,,,,,
芬兰,Finland,3783,2020/4/20,,,,,
韩国,Korea,10674,2020/4/20,,,,,
埃及,Egypt,3144,2020/4/20,,,,,
科威特,Kuwait,1995,2020/4/20,,,,,
爱沙尼亚,Estonia,1528,2020/4/20,,,,,
乌兹别克斯坦,Uzbekistan,1543,2020/4/20,,,,,
阿尔及利亚,Algeria,2629,2020/4/20,,,,,
巴林,Bahrain,1895,2020/4/20,,,,,
克罗地亚,Croatia,1871,2020/4/20,,,,,
斯洛文尼亚,Slovenia,1330,2020/4/20,,,,,
立陶宛,Lithuania,1298,2020/4/20,,,,,
加纳,Ghana,1042,2020/4/20,,,,,
波黑,Bosnia and Herzegovina,1268,2020/4/20,,,,,
塞浦路斯,Cyprus,767,2020/4/20,,,,,
泰国,Thailand,2792,2020/4/20,,,,,
亚美尼亚,Armenia,1339,2020/4/20,,,,,
拉脱维亚,Latvia,727,2020/4/20,,,,,
哥斯达黎加,Costa Rica,649,2020/4/20,,,,,
尼日利亚,Nigeria,627,2020/4/20,,,,,
冰岛,Iceland,1771,2020/4/20,,,,,
马耳他,Malta,426,2020/4/20,,,,,
吉尔吉斯斯坦,,568,2020/4/20,,,,,
马恩岛,Isle of Man,291,2020/4/20,,,,,
刚果（金）,Democratic Republic of the Congo,332,2020/4/20,,,,,
黑山,,308,2020/4/20,,,,,
马约特,,245,2020/4/20,,,,,
萨尔瓦多,El Salvador,190,2020/4/20,,,,,
埃塞俄比亚,Ethiopia,111,2020/4/20,,,,,
苏丹,Sudan,92,2020/4/20,,,,,
意大利,Italy,178972,2020/4/20,,,,,
法国,France,112606,2020/4/20,,,,,
爱尔兰,Ireland,15251,2020/4/20,,,,,
波兰,Poland,9287,2020/4/20,,,,,
墨西哥,Mexico,8261,2020/4/20,,,,,
巴基斯坦,Pakistan,8348,2020/4/20,,,,,
卢森堡,Luxembourg,3550,2020/4/20,,,,,
南非,South Africa,3158,2020/4/20,,,,,
波多黎各,Puerto Rico,1118,2020/4/20,,,,,
北马其顿,North Macedonia,1207,2020/4/20,,,,,
古巴,Cuba,986,2020/4/20,,,,,
阿富汗,Afghanistan,993,2020/4/20,,,,,
吉布提,Djibouti,846,2020/4/20,,,,,
尼日尔,Niger,639,2020/4/20,,,,,
玻利维亚,Bolivia,493,2020/4/20,,,,,
伊拉克,Iraq,1539,2020/4/20,,,,,
圣马力诺,San Marino,455,2020/4/20,,,,,
洪都拉斯,Honduras,457,2020/4/20,,,,,
留尼旺,Reunion,407,2020/4/20,,,,,
巴勒斯坦,Palestine,320,2020/4/20,,,,,
危地马拉,Guatemala,235,2020/4/20,,,,,
根西岛,Guernsey,236,2020/4/20,,,,,
乌拉圭,Uruguay,528,2020/4/20,,,,,
布基纳法索,Burkina Faso,576,2020/4/20,,,,,
法罗群岛,Faroe,184,2020/4/20,,,,,
马里,Mali,224,2020/4/20,,,,,
约旦,Jordan,417,2020/4/20,,,,,
直布罗陀,Gibraltar,133,2020/4/20,,,,,
钻石公主号邮轮,Diamond Princess Cruise Ship,712,2020/4/20,,,,,
越南,Vietnam,268,2020/4/20,,,,,
法属圭亚那,French Guiana,96,2020/4/20,,,,,
阿鲁巴,,96,2020/4/20,,,,,
摩纳哥,Monaco,98,2020/4/20,,,,,
马达加斯加,Madagascar,120,2020/4/20,,,,,
列支敦士登,Liechtenstein,82,2020/4/20,,,,,
百慕大,,83,2020/4/20,,,,,
赤道几内亚,The Republic of Equatorial Guinea,79,2020/4/20,,,,,
柬埔寨,Kampuchea (Cambodia ),122,2020/4/20,,,,,
巴巴多斯,Barbados,75,2020/4/20,,,,,
开曼群岛,Cayman Is,61,2020/4/20,,,,,
法属波利尼西亚,French Polynesia,55,2020/4/20,,,,,
佛得角,,56,2020/4/20,,,,,
美属维尔京群岛,,53,2020/4/20,,,,,
圭亚那,Guyana,65,2020/4/20,,,,,
荷属圣马丁,,57,2020/4/20,,,,,
几内亚比绍,,50,2020/4/20,,,,,
巴哈马,Bahamas,54,2020/4/20,,,,,
海地,Haiti,44,2020/4/20,,,,,
利比亚,Libya,51,2020/4/20,,,,,
厄立特里亚,,39,2020/4/20,,,,,
圣马丁岛,Sint Maarten,37,2020/4/20,,,,,
乍得,Chad,33,2020/4/20,,,,,
莫桑比克,Mozambique,39,2020/4/20,,,,,
叙利亚,Syria,39,2020/4/20,,,,,
多哥,Togo,84,2020/4/20,,,,,
尼泊尔,Nepal,31,2020/4/20,,,,,
乌干达,Uganda,55,2020/4/20,,,,,
蒙古,Mongolia,32,2020/4/20,,,,,
安提瓜和巴布达,Antigua and Barbuda,23,2020/4/20,,,,,
津巴布韦,Zimbabwe,25,2020/4/20,,,,,
东帝汶,,19,2020/4/20,,,,,
老挝,Laos,19,2020/4/20,,,,,
贝宁,Benin,37,2020/4/20,,,,,
新喀里多尼亚,,18,2020/4/20,,,,,
斐济,Fiji,17,2020/4/20,,,,,
安哥拉,Angola,24,2020/4/20,,,,,
伯利兹,Belize,18,2020/4/20,,,,,
多米尼克,,16,2020/4/20,,,,,
